2.565641074	-10.8225681407	2.5024301661	2.6331069556	-10.7832369091	-10.8618993723
2.8313723665	-10.8402835602	2.7722936927	2.8903692139	-10.8037617023	-10.879601154
2.9255136604	-10.9389116694	2.8708127	2.9802964473	-10.8995804378	-10.9782565387
3.0091402596	-10.8942344451	2.9458884385	3.0640048729	-10.8549168513	-10.933552039
3.0943215608	-10.9563134209	3.0311515661	3.1618692689	-10.919791563	-10.998413113
3.1872354585	-10.9706603196	3.1113414558	3.2463141323	-10.931329088	-11.0127872871
3.3355049279	-11.0245157403	3.2639068121	3.4282960859	-10.9879802447	-11.0638469719
3.5183051458	-11.1346677367	3.4297689615	3.6151876247	-11.0953365051	-11.1768219798
3.7072832582	-11.0903314559	3.568260174	3.8548572031	-11.0481908506	-11.1493146656
3.9683095317	-11.3636726053	3.8798551738	4.065273837	-11.2260132947	-11.5743892694
